_,x1,x2,x3,x4,y1,y2,y3,y4,r_in,obs_in,seed_in,P_y1,P_y2,P_y3,P_y4,Meff_P1_y1_x1,Meff_P2_y1_x1,Meff_P1_y2_x1,Meff_P2_y2_x1,Meff_P1_y2_x2,Meff_P2_y2_x2,Meff_P1_y3_x1,Meff_P2_y3_x1,Meff_P1_y3_x2,Meff_P2_y3_x2,Meff_P1_y3_x3,Meff_P2_y3_x3,Meff_P1_y4_x1,Meff_P2_y4_x1,Meff_P1_y4_x2,Meff_P2_y4_x2,Meff_P1_y4_x3,Meff_P2_y4_x3,Meff_P1_y4_x4,Meff_P2_y4_x4,Prob_y1,Prob_y2,Prob_y3,Prob_y4
12,0.2188700487,1.1306755483,2.0725968183,-0.192952268,1,1,1,1,75,5000,12309,1,0,0,1,-0.445510483,0.4455104834,-0.064983847,0.0649838467,0.3813460224,-0.381346022,0.6748134889,-0.674813489,-0.142049232,0.1420492324,0.2651014021,-0.265101402,-0.409648358,0.4096483576,0.1144027016,-0.114402702,-1.174947595,1.174947595,0.1126918779,-0.112691878,0.658274505,0.457023952,0.2992722645,0.574734845
13,0.4426488236,0.5473846409,0.8959434884,-0.075230331,1,1,0,0,75,5000,12309,1,1,0,0,-0.384373672,0.3843736721,-0.057982055,0.0579820549,0.3402572662,-0.340257266,0.7406424669,-0.740642467,-0.155906329,0.1559063291,0.2909624061,-0.290962406,-0.005085097,0.0050850966,0.0014201175,-0.001420117,-0.014585002,0.0145850018,0.0013988805,-0.00139888,0.7515330229,0.6877741454,0.6185662171,0.9985049344
14,-0.027856011,0.4857094281,2.2108028182,0.1032828549,1,1,0,0,75,5000,12309,1,1,0,1,-0.481297051,0.4812970511,-0.058479954,0.0584799536,0.3431790952,-0.343179095,0.7107651082,-0.710765108,-0.149617101,0.1496171012,0.2792250449,-0.279225045,-0.377176666,0.3771766661,0.1053343161,-0.105334316,-1.081812751,1.0818127511,0.1037591046,-0.103759105,0.5431400971,0.6814515897,0.6614397463,0.32708578
15,0.1854214245,1.271825898,0.8085891736,0.0672656528,1,0,0,0,75,5000,12309,1,0,1,0,-0.452572656,0.4525726559,-0.063366252,0.0633662522,0.3718534602,-0.37185346,0.6622555363,-0.662255536,-0.139405765,0.1394057649,0.2601679932,-0.260167993,-0.000365882,0.0003658823,0.0001021801,-0.00010218,-0.001049419,0.0010494185,0.0001006521,-0.000100652,0.6432529295,0.5983688335,0.2873849832,0.9999122615
16,0.1366641864,0.9570054916,1.8600379565,0.1075131307,1,0,1,0,75,5000,12309,1,1,0,0,-0.461703375,0.4617033752,-0.065295622,0.0652956225,0.3831756227,-0.383175623,0.746256312,-0.746256312,-0.157088052,0.1570880518,0.2931678129,-0.293167813,-0.354379042,0.3543790425,0.0989676123,-0.098967612,-1.016424931,1.016424931,0.0974876111,-0.097487611,0.62095838,0.4818237772,0.3914445538,0.7158022106
17,-0.299993247,1.0455034463,2.2268146549,0.1121858783,0,0,0,0,75,5000,12309,0,0,1,1,-0.472356697,0.4723566972,-0.064961647,0.0649616466,0.381215745,-0.381215745,0.7342752527,-0.734275253,-0.154566021,0.1545660212,0.2884610374,-0.288461037,-0.416554031,0.4165540313,0.1163312526,-0.116331253,-1.19475435,1.1947543501,0.1145915885,-0.114591588,0.5878042275,0.5442135281,0.3710431402,0.4818282688
18,0.4856071213,0.7138375899,0.9102053953,0.0999430437,1,1,1,0,75,5000,12309,1,1,0,0,-0.370495888,0.3704958884,-0.061764646,0.0617646461,0.3624547226,-0.362454723,0.7345408242,-0.734540824,-0.154621924,0.1546219244,0.2885653675,-0.288565367,-0.004917031,0.0049170314,0.0013731818,-0.001373182,-0.014102959,0.0141029595,0.0013526467,-0.001352647,0.7677488237,0.6317714048,0.3714591706,0.9985589938
19,0.4795576036,0.9673481784,0.6627393244,-0.205597352,0,0,1,0,75,5000,12309,1,1,0,0,-0.372480698,0.3724806977,-0.065088561,0.0650885609,0.381960519,-0.381960519,0.7749160879,-0.774916088,-0.163120977,0.1631209768,0.304426845,-0.304426845,-0.00042091,0.0004209101,0.0001175478,-0.000117548,-0.001207248,0.0012072484,0.0001157899,-0.00011579,0.234498506,0.4634233576,0.4905613965,0.9998981575
20,-0.366333862,1.2961186099,2.368603594,-0.226794928,0,0,1,1,75,5000,12309,0,0,1,1,-0.462492023,0.4624920226,-0.061198393,0.0611983928,0.3591317666,-0.359131767,0.6997782742,-0.699778274,-0.147304356,0.1473043564,0.2749088522,-0.274908852,-0.380879241,0.3808792412,0.1063683361,-0.106368336,-1.092432424,1.0924324243,0.1047776614,-0.104777661,0.6188290491,0.6416545328,0.6744604223,0.6648039573
21,0.3255123558,0.4692831386,1.3017196682,-0.326485929,1,1,1,0,75,5000,12309,1,1,0,0,-0.419086374,0.4190863737,-0.056328733,0.0563287328,0.3305550426,-0.330555043,0.7109423647,-0.710942365,-0.149654414,0.1496544139,0.2792946804,-0.27929468,-0.085580773,0.0855807729,0.0239001852,-0.023900185,-0.245461556,0.2454615561,0.0235427723,-0.023542772,0.7044258215,0.7072786077,0.3387795051,0.9624341341
22,-0.399340416,0.6796312013,2.147250834,0.0142454431,0,0,1,0,75,5000,12309,0,1,1,0,-0.456557355,0.4565573553,-0.063737665,0.0637376647,0.3740330273,-0.374033027,0.7057062573,-0.705706257,-0.148552206,0.1485522056,0.2772376684,-0.277237668,-0.411561362,0.411561362,0.1149369473,-0.114936947,-1.180434447,1.1804344469,0.1132181342,-0.113218134,0.6339981929,0.4112052331,0.6675690109,0.5642842434
23,-0.334730575,0.5970284718,1.0795883655,-0.042801803,1,1,1,0,75,5000,12309,0,1,1,0,-0.467543175,0.4675431753,-0.062210484,0.0622104836,0.3650710398,-0.36507104,0.4284836342,-0.428483634,-0.090196436,0.0901964355,0.1683303818,-0.168330382,-0.002089636,0.0020896359,0.0005835736,-0.000583574,-0.005993464,0.0059934638,0.0005748467,-0.000574847,0.3958686921,0.6234111858,0.8618869372,0.9994321494
24,0.065976447,0.6339030204,2.4796713409,-0.071547095,1,1,1,1,75,5000,12309,1,1,0,1,-0.472323497,0.4723234974,-0.061594436,0.0615944361,0.3614558759,-0.361455876,0.5880243457,-0.588024346,-0.12377999,0.12377999,0.2310061685,-0.231006168,-0.165582014,0.165582014,0.0462421718,-0.046242172,-0.474919978,0.4749199784,0.0455506479,-0.045550648,0.5879274287,0.6348215331,0.228642348,0.9129438609
25,-0.292250965,0.8961616816,1.9067728871,-0.191820819,0,0,0,0,75,5000,12309,0,1,1,0,-0.473321635,0.4733216349,-0.065326144,0.0653261436,0.3833547303,-0.38335473,0.6849891838,-0.684989184,-0.144191231,0.1441912311,0.2690989378,-0.269098938,-0.308864139,0.3088641387,0.0862566424,-0.086256642,-0.885879731,0.885879731,0.0849667261,-0.084966726,0.5841433479,0.4865173451,0.3095043635,0.7807692714
26,0.0404891933,1.0165915903,0.9894797962,-0.273385025,0,0,0,0,75,5000,12309,1,0,1,0,-0.475353575,0.4753535753,-0.065338816,0.0653388158,0.3834290949,-0.383429095,0.6473773278,-0.647377328,-0.13627388,0.1362738801,0.2543230687,-0.254323069,-0.002583745,0.0025837448,0.0007215637,-0.000721564,-0.00741066,0.0074106601,0.0007107731,-0.000710773,0.424150336,0.5109581043,0.2741946166,0.9992853602
27,0.2666658779,0.5752694747,1.6054319368,-0.089656773,0,0,0,0,75,5000,12309,1,1,0,0,-0.434366174,0.434366174,-0.059491058,0.0594910579,0.349112579,-0.349112579,0.6874690759,-0.687469076,-0.144713252,0.1447132521,0.2700731668,-0.270073167,-0.245406209,0.2454062085,0.0685347145,-0.068534715,-0.703870598,0.703870598,0.067509819,-0.067509819,0.3206935066,0.3321780188,0.6879098197,0.8484242103
28,-0.150213437,0.6706567146,0.796785888,-0.107977729,1,1,1,0,75,5000,12309,0,1,1,0,-0.483740582,0.4837405817,-0.062957205,0.0629572053,0.3694530417,-0.369453042,0.4812815603,-0.48128156,-0.101310477,0.1013104766,0.1890721193,-0.189072119,-0.00019793,0.0001979299,0.000055276,-0.000055276,-0.0005677,0.0005676999,0.0000544494,-0.000054449,0.4839918691,0.6079161787,0.8355424375,0.9999542822
29,-0.178947335,0.5390723202,2.1751788841,-0.18216757,0,0,1,1,75,5000,12309,0,1,0,1,-0.482770441,0.4827704407,-0.060441416,0.0604414161,0.3546895852,-0.354689585,0.7730243302,-0.77302433,-0.162722759,0.162722759,0.3036836654,-0.303683665,-0.404182348,0.4041823475,0.1128762062,-0.112876206,-1.159270062,1.1592700625,0.1111882103,-0.11118821,0.5298953482,0.3461633571,0.4705797248,0.5986106261
30,-0.395135282,0.8907449948,1.8688811938,-0.042259455,1,1,0,0,75,5000,12309,0,1,1,0,-0.457349981,0.4573499809,-0.065347437,0.0653474375,0.3834796896,-0.38347969,0.5964795808,-0.596479581,-0.125559829,0.1255598295,0.2343278192,-0.234327819,-0.243472901,0.2434729005,0.0679947986,-0.067994799,-0.698325512,0.6983255116,0.0669779772,-0.066977977,0.3679233623,0.5088373223,0.2345745643,0.8502138688
31,0.291009998,0.7918848684,1.6162047575,0.1445316421,1,1,0,0,75,5000,12309,1,1,0,0,-0.428243441,0.4282434408,-0.063662764,0.0636627645,0.3735934889,-0.373593489,0.6983171084,-0.698317108,-0.146996779,0.1469967789,0.2743348312,-0.274334831,-0.227073336,0.2270733364,0.0634148842,-0.063414884,-0.651288515,0.6512885148,0.0624665526,-0.062466553,0.6898068168,0.5908083316,0.6761148214,0.864883364
32,0.2069775852,0.7594738721,1.158272886,-0.333044612,1,1,0,0,75,5000,12309,1,1,1,0,-0.448093258,0.4480932581,-0.063399399,0.0633993989,0.3720479753,-0.372047975,0.7744269343,-0.774426934,-0.163018009,0.1630180092,0.3042346804,-0.30423468,-0.022500009,0.0225000091,0.0062835888,-0.006283589,-0.064534206,0.0645342062,0.0061896215,-0.006189621,0.6529608527,0.5975533133,0.482972985,0.9921629772
33,0.2244424395,0.5220938253,2.1288736311,-0.294897793,0,0,1,1,75,5000,12309,1,1,0,1,-0.444273575,0.444273575,-0.058303733,0.0583037325,0.3421449734,-0.342144973,0.5496378233,-0.549637823,-0.115699571,0.1156995706,0.2159259707,-0.215925971,-0.354475486,0.3544754859,0.0989945461,-0.098994546,-1.016701549,1.0167015487,0.0975141421,-0.097514142,0.3392463749,0.3162837845,0.2034994436,0.7156403838
34,0.0730463993,0.883348107,0.5426369043,0.1164564393,0,0,0,0,75,5000,12309,1,1,1,0,-0.471406502,0.4714065019,-0.064997476,0.0649974759,0.381426003,-0.381426003,0.552228424,-0.552228424,-0.116244896,0.1162448959,0.2169436917,-0.216943692,-0.000012306,0.0000123057,3.4366073E-6,-3.436607E-6,-0.000035295,0.0000352949,3.3852149E-6,-3.385215E-6,0.4087364888,0.4578017191,0.2051129698,0.9999975314
35,-0.358252374,1.1914985954,0.6877446255,0.0040065368,0,0,0,0,75,5000,12309,0,0,1,0,-0.46384339,0.4638433898,-0.063175129,0.0631751287,0.3707318862,-0.370731886,0.1900442706,-0.190044271,-0.040004599,0.0400045986,0.0746591517,-0.074659152,-8.776739E-6,8.7767386E-6,2.4510842E-6,-2.451084E-6,-0.000025173,0.0000251733,2.4144297E-6,-2.41443E-6,0.6150859375,0.6029425612,0.0467938024,0.999998265
36,-0.118659403,0.3755664712,2.2884596931,-0.046961447,1,1,0,0,75,5000,12309,0,1,0,1,-0.484129566,0.4841295663,-0.055790329,0.0557903285,0.3273955138,-0.327395514,0.7305272487,-0.730527249,-0.153777061,0.1537770608,0.2869886289,-0.286988629,-0.335105474,0.3351054744,0.0935850733,-0.093585073,-0.961144757,0.9611447571,0.0921855647,-0.092185565,0.4992638379,0.713209117,0.6346862735,0.2542341571
37,-0.165296568,0.7093134607,1.4021442957,0.0673880394,1,1,0,0,75,5000,12309,0,1,1,0,-0.483304355,0.4833043554,-0.063594459,0.0635944594,0.3731926531,-0.373192653,0.6628834179,-0.662883418,-0.139537935,0.1395379349,0.2604146574,-0.260414657,-0.039170019,0.0391700192,0.0109390308,-0.010939031,-0.112346892,0.1123468922,0.0107754442,-0.010775444,0.4766986332,0.5926057728,0.2879618463,0.9851820155
38,-0.394458804,0.5177701573,1.4389799763,0.0178431887,1,1,1,0,75,5000,12309,0,1,1,0,-0.457476506,0.4574765063,-0.060790418,0.0607904176,0.3567376374,-0.356737637,0.517857893,-0.517857893,-0.109009849,0.1090098485,0.2034411816,-0.203441182,-0.034397587,0.0343975871,0.0096062314,-0.009606231,-0.09865867,0.0986586704,0.0094625759,-0.009462576,0.3682327924,0.6483506016,0.8154463465,0.9872538955
39,0.2369468496,0.9131642742,1.7877330073,-0.039026716,1,1,0,0,75,5000,12309,1,1,0,0,-0.441436966,0.4414369661,-0.065009864,0.0650098636,0.3814986977,-0.381498698,0.7057268516,-0.705726852,-0.148556541,0.1485565407,0.2772457589,-0.277245759,-0.342482622,0.3424826216,0.095645293,-0.095645293,-0.982303786,0.982303786,0.094214975,-0.094214975,0.6662913564,0.5414786662,0.6675445419,0.7348108628
40,0.2593652069,0.9577650546,0.5058494956,-0.294014171,1,1,1,0,75,5000,12309,1,1,1,0,-0.436145154,0.4361451543,-0.065225752,0.0652257522,0.3827656015,-0.382765602,0.677110517,-0.677110517,-0.14253276,0.1425327602,0.2660037927,-0.266003793,-0.000027642,0.0000276423,7.7196846E-6,-7.719685E-6,-0.000079283,0.0000792833,7.6042413E-6,-7.604241E-6,0.6761288186,0.5258931261,0.6984683284,0.9999942452
41,0.1164297396,1.120528767,2.4023108566,-0.047431993,1,1,0,0,75,5000,12309,1,0,0,1,-0.465068234,0.4650682344,-0.064932967,0.0649329666,0.3810474417,-0.381047442,0.6538833334,-0.653883333,-0.137643404,0.1376434039,0.2568789619,-0.256878962,-0.245091893,0.2450918925,0.0684469354,-0.068446935,-0.702969081,0.7029690815,0.0674233525,-0.067423352,0.6115815946,0.4542375013,0.7201464066,0.1512839246
42,-0.159218195,0.5526469444,2.4364951118,-0.039199874,1,1,0,1,75,5000,12309,0,1,0,1,-0.483499589,0.4834995894,-0.060673791,0.0606737908,0.3560532343,-0.356053234,0.7396665726,-0.739666573,-0.155700902,0.1557009019,0.2905790247,-0.290579025,-0.250713117,0.2507131166,0.0700167774,-0.070016777,-0.719091796,0.7190917964,0.0689697185,-0.068969719,0.4796369438,0.6502073343,0.6202190372,0.8434424274
43,0.0701865512,1.1834126455,1.605140628,-0.223012084,0,0,1,0,75,5000,12309,1,0,1,0,-0.471781401,0.4717814014,-0.064278106,0.0642781056,0.3772045079,-0.377204508,0.7674907662,-0.767490766,-0.161557936,0.1615579356,0.3015097972,-0.301509797,-0.161998688,0.1619986875,0.0452414545,-0.045241454,-0.464642332,0.4646423323,0.0445648956,-0.044564896,0.4100851772,0.5726010984,0.5559745516,0.9154515869
44,0.1978702187,0.7521017832,1.1284489089,-0.288712506,1,1,1,0,75,5000,12309,1,1,1,0,-0.450017913,0.4500179132,-0.063310831,0.0633108311,0.3715282312,-0.371528231,0.7726480319,-0.772648032,-0.162643548,0.1626435477,0.3035358361,-0.303535836,-0.017164813,0.0171648131,0.0047936259,-0.004793626,-0.049231873,0.0492318728,0.0047219401,-0.00472194,0.6488711035,0.5997171753,0.5319363038,0.9942305817
45,0.3733808306,0.5060364133,0.7239435122,-0.201226385,0,0,0,0,75,5000,12309,1,1,0,0,-0.405526174,0.4055261737,-0.05715825,0.0571582503,0.3354229167,-0.335422917,0.7740551293,-0.774055129,-0.162939744,0.1629397437,0.3040886163,-0.304088616,-0.000885401,0.0008854014,0.0002472665,-0.000247266,-0.002539496,0.0025394958,0.0002435688,-0.000243569,0.2758339349,0.3022440337,0.5210367083,0.9997746751
46,-0.140548211,0.7746742118,1.3236464477,-0.277541483,1,1,0,0,75,5000,12309,0,1,1,0,-0.483935078,0.4839350782,-0.064364975,0.0643649749,0.3777142845,-0.377714284,0.6482552864,-0.648255286,-0.136458692,0.1364586917,0.2546679759,-0.254667976,-0.029317777,0.0293177765,0.0081875901,-0.00818759,-0.08408883,0.0840888297,0.0080651496,-0.00806515,0.4886683245,0.5696429098,0.2749489252,0.9893966209
47,0.3175724355,0.7840287818,1.6462730418,-0.306047771,1,0,0,0,75,5000,12309,1,1,0,0,-0.421241574,0.4212415738,-0.063484462,0.0634844619,0.3725471521,-0.372547152,0.6719049017,-0.671904902,-0.141436971,0.1414369705,0.2639587597,-0.26395876,-0.289874363,0.2898743634,0.0809533584,-0.080953358,-0.831413528,0.8314135276,0.0797427495,-0.079742749,0.7010897345,0.404572074,0.7035492311,0.8031060328
48,0.198069468,0.9138463989,0.8394504246,-0.156716617,0,0,1,0,75,5000,12309,1,1,1,0,-0.449976306,0.4499763057,-0.065055849,0.0650558485,0.3817685523,-0.381768552,0.7247848707,-0.724784871,-0.152568282,0.1525682818,0.2847327278,-0.284732728,-0.000987346,0.0009873463,0.0002757367,-0.000275737,-0.002831893,0.0028318925,0.0002716132,-0.000271613,0.3510392349,0.461309974,0.6430026421,0.9997467495
49,0.4504184013,0.9780138571,2.4236362834,-0.240750707,1,1,0,1,75,5000,12309,1,1,0,1,-0.381902616,0.3819026157,-0.065171075,0.0651710753,0.38244474,-0.38244474,0.3300378694,-0.330037869,-0.069473457,0.0694734571,0.1296558284,-0.129655828,-0.127163461,0.1271634608,0.0355130033,-0.035513003,-0.36472843,0.3647284303,0.0349819276,-0.034981928,0.7545098562,0.5306022494,0.9043550181,0.9383605907
50,0.0476015245,0.6378708456,0.6174866548,0.0062341959,0,0,0,0,75,5000,12309,1,1,1,0,-0.474551733,0.4745517327,-0.061738065,0.0617380653,0.3622987379,-0.362298738,0.6001228991,-0.600122899,-0.126326753,0.1263267533,0.2357591017,-0.235759102,-0.000046534,0.0000465338,0.0000129955,-0.000012996,-0.000133468,0.0001334677,0.0000128012,-0.000012801,0.4207722952,0.3677474542,0.2371802517,0.9999900626
51,0.4723354021,1.2349755899,1.7300759887,-0.084280179,1,1,0,0,75,5000,12309,1,0,0,0,-0.37483773,0.3748377303,-0.064461695,0.0644616951,0.3782818699,-0.37828187,0.6003530121,-0.600353012,-0.126375192,0.1263751924,0.2358495019,-0.235849502,-0.340813051,0.340813051,0.0951790311,-0.095179031,-0.977515147,0.9775151473,0.0937556858,-0.093755686,0.7628028435,0.4338077698,0.762654138,0.7373410907
52,0.1036019628,1.2939470347,1.6678690533,-0.319208698,0,0,0,0,75,5000,12309,1,0,1,0,-0.467068218,0.4670682181,-0.062783476,0.0627834761,0.3684335429,-0.368433543,0.7730606358,-0.773060636,-0.162730401,0.1627304014,0.3036979282,-0.303697928,-0.213585197,0.2135851966,0.0596480446,-0.059648045,-0.612602024,0.6126020242,0.0587560439,-0.058756044,0.3943971361,0.6117188225,0.470833975,0.876309776
53,0.0283296771,0.676874999,1.6987084844,0.105656565,1,1,0,1,75,5000,12309,1,1,0,0,-0.476645324,0.4766453238,-0.062540214,0.0625402144,0.3670060055,-0.367006005,0.7738970113,-0.773897011,-0.16290646,0.1629064597,0.3040264994,-0.304026499,-0.231468492,0.2314684921,0.0646423215,-0.064642322,-0.663894638,0.663894638,0.0636756344,-0.063675634,0.5700616396,0.6168301423,0.5225264788,0.13896123
54,-0.019010879,1.2832247044,1.0954649442,-0.145458353,0,0,1,0,75,5000,12309,1,0,1,0,-0.480709938,0.4807099383,-0.062606466,0.0626064656,0.367394789,-0.367394789,0.5877571547,-0.587757155,-0.123723746,0.1237237459,0.2309012022,-0.230901202,-0.004009575,0.0040095747,0.0011197559,-0.001119756,-0.011500205,0.0115002052,0.0011030107,-0.001103011,0.452605323,0.6154611611,0.771542578,0.9988471654
55,-0.341977359,0.4159482619,1.6663692721,-0.322591372,1,1,1,0,75,5000,12309,0,1,1,0,-0.466440687,0.4664406872,-0.058043876,0.0580438757,0.34062005,-0.34062005,0.654763393,-0.654763393,-0.137828658,0.1378286577,0.2572246945,-0.257224695,-0.163205765,0.1632057647,0.0455785555,-0.045578555,-0.468104454,0.4681044537,0.0448969555,-0.044896956,0.3924844823,0.6870016781,0.7193683116,0.9146101123
56,0.2159366798,1.1627043009,1.7922039984,-0.068891717,1,0,0,0,75,5000,12309,1,0,0,0,-0.446154792,0.446154792,-0.064733183,0.0647331834,0.3798750497,-0.37987505,0.7424184415,-0.742418442,-0.156280174,0.1562801744,0.2916601002,-0.2916601,-0.326322658,0.3263226575,0.0911322917,-0.091132292,-0.935954007,0.9359540067,0.089769463,-0.089769463,0.6569667123,0.5553577764,0.6154957688,0.7581111137
57,0.0549636181,1.1774577025,2.4944585684,-0.216816064,0,0,0,1,75,5000,12309,1,0,0,1,-0.473685987,0.4736859872,-0.064315792,0.0643157916,0.3774256611,-0.377425661,0.6802934428,-0.680293443,-0.143202771,0.1432027707,0.2672542095,-0.267254209,-0.184970971,0.1849709706,0.0516569354,-0.051656935,-0.530531108,0.530531108,0.050884437,-0.050884437,0.4172817655,0.5713329957,0.6952901682,0.8988513324
58,0.3714882702,0.7359267575,1.9773487422,-0.157103864,1,1,0,0,75,5000,12309,1,1,0,1,-0.40607989,0.40607989,-0.062550486,0.0625504856,0.3670662803,-0.36706628,0.5115098131,-0.511509813,-0.107673568,0.1076735683,0.2009473297,-0.20094733,-0.411189158,0.4111891584,0.1148330018,-0.114833002,-1.179366898,1.1793668978,0.1131157432,-0.113115743,0.7233980582,0.616618987,0.8190567259,0.433552198
59,-0.004755806,1.2376383065,1.9543845501,0.0123703118,1,1,1,1,75,5000,12309,1,0,1,0,-0.479648922,0.479648922,-0.063393185,0.0633931845,0.3720115075,-0.372011507,0.7744502411,-0.774450241,-0.163022915,0.1630229154,0.3042438365,-0.304243837,-0.36982465,0.3698246503,0.103281115,-0.103281115,-1.060725804,1.0607258037,0.1017366078,-0.101736608,0.5542398378,0.4022932632,0.5167436882,0.3120847753
